time,watts,cadence,heartrate,altitude,velocity_smooth,moving,grade_smooth,temp,torque
513,131,86,127,311.6,0.0,true,0.0,21,15
514,137,86,127,311.6,0.0,true,0.0,21,15
515,141,86,127,311.6,0.0,true,0.0,21,16
516,135,86,127,311.6,0.0,true,0.0,21,15
517,139,86,127,311.4,0.0,true,0.0,21,15
518,144,87,127,311.4,0.0,true,0.0,21,16
519,142,87,128,311.4,0.0,true,0.0,21,16
520,138,87,128,311.4,0.0,true,0.0,21,15
521,146,86,129,311.8,0.0,true,0.0,21,16
522,133,87,130,311.8,0.0,true,0.0,21,15
523,141,86,130,311.8,0.0,true,0.0,21,16
524,138,86,130,311.8,0.0,true,0.0,21,15
525,133,87,130,311.4,0.0,true,0.0,21,15
526,136,86,130,311.4,0.0,true,0.0,21,15
527,131,86,130,311.4,0.0,true,0.0,21,15
528,137,86,131,311.6,0.0,true,0.0,21,15
529,141,86,132,311.8,0.0,true,0.0,21,16
